Phylo,Family,Order,Scientific_name,Mass
Chloropsis_jerdoni,Chloropseidae,Passeriformes,Chloropsis jerdoni,24.5
Chloropsis_kinabaluensis,Chloropseidae,Passeriformes,Chloropsis kinabaluensis,24.5
Chloropsis_media,Chloropseidae,Passeriformes,Chloropsis media,32.3
Chloropsis_palawanensis,Chloropseidae,Passeriformes,Chloropsis palawanensis,30.3
Chloropsis_sonnerati,Chloropseidae,Passeriformes,Chloropsis sonnerati,45.8
Chloropsis_venusta,Chloropseidae,Passeriformes,Chloropsis venusta,22
Cinclus_cinclus,Cinclidae,Passeriformes,Cinclus cinclus,61.5
Cinclus_leucocephalus,Cinclidae,Passeriformes,Cinclus leucocephalus,44
Cinclus_mexicanus,Cinclidae,Passeriformes,Cinclus mexicanus,56.7
Cinclus_pallasii,Cinclidae,Passeriformes,Cinclus pallasii,76
Cinclus_schulzi,Cinclidae,Passeriformes,Cinclus schulzi,37.6
Cinclosoma_ajax,Cinclosomatidae,Passeriformes,Cinclosoma ajax,65.3
Cinclosoma_castaneothorax,Cinclosomatidae,Passeriformes,Cinclosoma castaneothorax,62.4
Cinclosoma_castanotum,Cinclosomatidae,Passeriformes,Cinclosoma castanotum,73.3
Cinclosoma_cinnamomeum,Cinclosomatidae,Passeriformes,Cinclosoma cinnamomeum,56.1
Cinclosoma_punctatum,Cinclosomatidae,Passeriformes,Cinclosoma punctatum,113.3
Apalis_alticola,Cisticolidae,Passeriformes,Apalis alticola,12.1
Apalis_argentea,Cisticolidae,Passeriformes,Apalis argentea,9.3
Apalis_bamendae,Cisticolidae,Passeriformes,Apalis bamendae,9.2
Apalis_binotata,Cisticolidae,Passeriformes,Apalis binotata,8.2
Apalis_chapini,Cisticolidae,Passeriformes,Apalis chapini,8.8
Apalis_chariessa,Cisticolidae,Passeriformes,Apalis chariessa,9.2
Apalis_chirindensis,Cisticolidae,Passeriformes,Apalis chirindensis,8.6
Apalis_cinerea,Cisticolidae,Passeriformes,Apalis cinerea,9.9
Apalis_flavida,Cisticolidae,Passeriformes,Apalis flavida,8.2
Apalis_flavigularis,Cisticolidae,Passeriformes,Apalis flavigularis,11.1
Apalis_fuscigularis,Cisticolidae,Passeriformes,Apalis fuscigularis,11
Apalis_goslingi,Cisticolidae,Passeriformes,Apalis goslingi,8.2
Apalis_jacksoni,Cisticolidae,Passeriformes,Apalis jacksoni,8.7
Apalis_karamojae,Cisticolidae,Passeriformes,Apalis karamojae,9.2
Apalis_lynesi,Cisticolidae,Passeriformes,Apalis lynesi,11.4
Apalis_melanocephala,Cisticolidae,Passeriformes,Apalis melanocephala,8.8
Apalis_nigriceps,Cisticolidae,Passeriformes,Apalis nigriceps,8.4
Apalis_personata,Cisticolidae,Passeriformes,Apalis personata,11
Apalis_porphyrolaema,Cisticolidae,Passeriformes,Apalis porphyrolaema,8.4
Apalis_ruddi,Cisticolidae,Passeriformes,Apalis ruddi,9.7
Apalis_rufogularis,Cisticolidae,Passeriformes,Apalis rufogularis,8.3
Apalis_sharpii,Cisticolidae,Passeriformes,Apalis sharpii,8.7
Apalis_thoracica,Cisticolidae,Passeriformes,Apalis thoracica,11.1
Camaroptera_brachyura,Cisticolidae,Passeriformes,Camaroptera brachyura,9.7
Camaroptera_chloronota,Cisticolidae,Passeriformes,Camaroptera chloronota,11.4
Camaroptera_fasciolata,Cisticolidae,Passeriformes,Camaroptera fasciolata,13.1
Camaroptera_simplex,Cisticolidae,Passeriformes,Camaroptera simplex,13
Camaroptera_superciliaris,Cisticolidae,Passeriformes,Camaroptera superciliaris,9.7
Camaroptera_undosa,Cisticolidae,Passeriformes,Camaroptera undosa,13
Cisticola_aberdare,Cisticolidae,Passeriformes,Cisticola aberdare,24
Cisticola_aberrans,Cisticolidae,Passeriformes,Cisticola aberrans,14.2
Cisticola_angusticauda,Cisticolidae,Passeriformes,Cisticola angusticauda,8.2
Cisticola_anonymus,Cisticolidae,Passeriformes,Cisticola anonymus,13.9
Cisticola_aridulus,Cisticolidae,Passeriformes,Cisticola aridulus,9.2
Cisticola_ayresii,Cisticolidae,Passeriformes,Cisticola ayresii,7
Cisticola_bodessa,Cisticolidae,Passeriformes,Cisticola bodessa,17.1
Cisticola_brachypterus,Cisticolidae,Passeriformes,Cisticola brachypterus,7.8
Cisticola_brunnescens,Cisticolidae,Passeriformes,Cisticola brunnescens,8
Cisticola_bulliens,Cisticolidae,Passeriformes,Cisticola bulliens,15.8
Cisticola_cantans,Cisticolidae,Passeriformes,Cisticola cantans,11.7
Cisticola_carruthersi,Cisticolidae,Passeriformes,Cisticola carruthersi,11.2
Cisticola_cherina,Cisticolidae,Passeriformes,Cisticola cherina,10
Cisticola_chiniana,Cisticolidae,Passeriformes,Cisticola chiniana,16.1
Cisticola_chubbi,Cisticolidae,Passeriformes,Cisticola chubbi,16
Cisticola_cinereolus,Cisticolidae,Passeriformes,Cisticola cinereolus,17
Cisticola_dambo,Cisticolidae,Passeriformes,Cisticola dambo,9
Cisticola_discolor,Cisticolidae,Passeriformes,Cisticola discolor,16
Cisticola_erythrops,Cisticolidae,Passeriformes,Cisticola erythrops,14.8
Cisticola_exilis,Cisticolidae,Passeriformes,Cisticola exilis,7
Cisticola_eximius,Cisticolidae,Passeriformes,Cisticola eximius,12
Cisticola_fulvicapilla,Cisticolidae,Passeriformes,Cisticola fulvicapilla,8.2
Cisticola_galactotes,Cisticolidae,Passeriformes,Cisticola galactotes,13.1
Cisticola_guinea,Cisticolidae,Passeriformes,Cisticola guinea,9.3
Cisticola_haesitatus,Cisticolidae,Passeriformes,Cisticola haesitatus,6.9
Cisticola_hunteri,Cisticolidae,Passeriformes,Cisticola hunteri,15.5
Cisticola_juncidis,Cisticolidae,Passeriformes,Cisticola juncidis,6.8
Cisticola_lais,Cisticolidae,Passeriformes,Cisticola lais,14.8
Cisticola_lateralis,Cisticolidae,Passeriformes,Cisticola lateralis,16.8
Cisticola_melanurus,Cisticolidae,Passeriformes,Cisticola melanurus,8.7
Cisticola_nanus,Cisticolidae,Passeriformes,Cisticola nanus,5
Cisticola_natalensis,Cisticolidae,Passeriformes,Cisticola natalensis,16.4
Cisticola_nigriloris,Cisticolidae,Passeriformes,Cisticola nigriloris,19.6
Cisticola_njombe,Cisticolidae,Passeriformes,Cisticola njombe,10.9
Cisticola_pipiens,Cisticolidae,Passeriformes,Cisticola pipiens,13.5
Cisticola_restrictus,Cisticolidae,Passeriformes,Cisticola restrictus,13.2
Cisticola_robustus,Cisticolidae,Passeriformes,Cisticola robustus,18.5
Cisticola_ruficeps,Cisticolidae,Passeriformes,Cisticola ruficeps,9.7
Cisticola_rufilatus,Cisticolidae,Passeriformes,Cisticola rufilatus,11.3
Cisticola_rufus,Cisticolidae,Passeriformes,Cisticola rufus,7.3
Cisticola_subruficapilla,Cisticolidae,Passeriformes,Cisticola subruficapilla,9.9
Cisticola_textrix,Cisticolidae,Passeriformes,Cisticola textrix,10.3
Cisticola_tinniens,Cisticolidae,Passeriformes,Cisticola tinniens,11.4
Cisticola_troglodytes,Cisticolidae,Passeriformes,Cisticola troglodytes,8.2
Cisticola_woosnami,Cisticolidae,Passeriformes,Cisticola woosnami,13.5
Drymocichla_incana,Cisticolidae,Passeriformes,Drymocichla incana,10
Eminia_lepida,Cisticolidae,Passeriformes,Eminia lepida,20.2
Eremomela_canescens,Cisticolidae,Passeriformes,Eremomela canescens,6.9
Eremomela_salvadorii,Cisticolidae,Passeriformes,Eremomela salvadorii,7.5
Euryptila_subcinnamomea,Cisticolidae,Passeriformes,Euryptila subcinnamomea,11.5
Heliolais_erythropterus,Cisticolidae,Passeriformes,Heliolais erythropterus,11.5
Hypergerus_atriceps,Cisticolidae,Passeriformes,Hypergerus atriceps,29.8
Incana_incana,Cisticolidae,Passeriformes,Incana incana,10.4
Malcorus_pectoralis,Cisticolidae,Passeriformes,Malcorus pectoralis,10.1
Oreolais_pulchra,Cisticolidae,Passeriformes,Oreolais pulchra,8.4
Oreolais_ruwenzorii,Cisticolidae,Passeriformes,Oreolais ruwenzorii,9.9
Phragmacia_substriata,Cisticolidae,Passeriformes,Phragmacia substriata,10.6
Phyllolais_pulchella,Cisticolidae,Passeriformes,Phyllolais pulchella,6
Prinia_atrogularis,Cisticolidae,Passeriformes,Prinia atrogularis,11.8
Prinia_bairdii,Cisticolidae,Passeriformes,Prinia bairdii,13.4
Prinia_buchanani,Cisticolidae,Passeriformes,Prinia buchanani,6.7
Prinia_burnesii,Cisticolidae,Passeriformes,Prinia burnesii,19
Prinia_cinereocapilla,Cisticolidae,Passeriformes,Prinia cinereocapilla,7.3
Prinia_crinigera,Cisticolidae,Passeriformes,Prinia crinigera,13.7
Prinia_familiaris,Cisticolidae,Passeriformes,Prinia familiaris,9
Prinia_flavicans,Cisticolidae,Passeriformes,Prinia flavicans,8.7
Prinia_flaviventris,Cisticolidae,Passeriformes,Prinia flaviventris,7
Prinia_fluviatilis,Cisticolidae,Passeriformes,Prinia fluviatilis,8
Prinia_gracilis,Cisticolidae,Passeriformes,Prinia gracilis,7.1
Prinia_hodgsonii,Cisticolidae,Passeriformes,Prinia hodgsonii,6.4
Prinia_hypoxantha,Cisticolidae,Passeriformes,Prinia hypoxantha,10.5
Prinia_inornata,Cisticolidae,Passeriformes,Prinia inornata,7
Prinia_leontica,Cisticolidae,Passeriformes,Prinia leontica,12.4
Prinia_leucopogon,Cisticolidae,Passeriformes,Prinia leucopogon,11.7
Prinia_maculosa,Cisticolidae,Passeriformes,Prinia maculosa,9
Prinia_molleri,Cisticolidae,Passeriformes,Prinia molleri,8.8
Prinia_polychroa,Cisticolidae,Passeriformes,Prinia polychroa,11
Prinia_robertsi,Cisticolidae,Passeriformes,Prinia robertsi,10
Prinia_rufescens,Cisticolidae,Passeriformes,Prinia rufescens,6.5
Prinia_socialis,Cisticolidae,Passeriformes,Prinia socialis,8
Prinia_somalica,Cisticolidae,Passeriformes,Prinia somalica,7.5
Prinia_subflava,Cisticolidae,Passeriformes,Prinia subflava,8.6
Prinia_sylvatica,Cisticolidae,Passeriformes,Prinia sylvatica,16.1
Rhopophilus_pekinensis,Cisticolidae,Passeriformes,Rhopophilus pekinensis,18
Scotocerca_inquieta,Cisticolidae,Passeriformes,Scotocerca inquieta,8.2
Spiloptila_clamans,Cisticolidae,Passeriformes,Spiloptila clamans,7
Spiloptila_rufifrons,Cisticolidae,Passeriformes,Spiloptila rufifrons,6.5
Urolais_epichlorus,Cisticolidae,Passeriformes,Urolais epichlorus,11.3
Climacteris_affinis,Climacteridae,Passeriformes,Climacteris affinis,21.7
Climacteris_erythrops,Climacteridae,Passeriformes,Climacteris erythrops,23.3
Climacteris_melanurus,Climacteridae,Passeriformes,Climacteris melanurus,31.9
Climacteris_picumnus,Climacteridae,Passeriformes,Climacteris picumnus,28.9
Climacteris_rufus,Climacteridae,Passeriformes,Climacteris rufus,32.6
Cormobates_leucophaea,Climacteridae,Passeriformes,Cormobates leucophaea,22
Cormobates_placens,Climacteridae,Passeriformes,Cormobates placens,15.8
Cnemophilus_loriae,Cnemophilidae,Passeriformes,Cnemophilus loriae,84
Cnemophilus_macgregorii,Cnemophilidae,Passeriformes,Cnemophilus macgregorii,97.9
Loboparadisea_sericea,Cnemophilidae,Passeriformes,Loboparadisea sericea,67.3
Coereba_flaveola,Coerebidae,Passeriformes,Coereba flaveola,10
Colluricincla_boweri,Colluricinclidae,Passeriformes,Colluricincla boweri,43.8
Colluricincla_harmonica,Colluricinclidae,Passeriformes,Colluricincla harmonica,65.8
Colluricincla_megarhyncha,Colluricinclidae,Passeriformes,Colluricincla megarhyncha,32.3
Colluricincla_sanghirensis,Colluricinclidae,Passeriformes,Colluricincla sanghirensis,32.3
Colluricincla_tenebrosa,Colluricinclidae,Passeriformes,Colluricincla tenebrosa,46
Colluricincla_umbrina,Colluricinclidae,Passeriformes,Colluricincla umbrina,46
Colluricincla_woodwardi,Colluricinclidae,Passeriformes,Colluricincla woodwardi,54.5
Oreoica_gutturalis,Colluricinclidae,Passeriformes,Oreoica gutturalis,62.8
Pitohui_cristatus,Colluricinclidae,Passeriformes,Pitohui cristatus,79
Pitohui_dichrous,Colluricinclidae,Passeriformes,Pitohui dichrous,92.9
Pitohui_ferrugineus,Colluricinclidae,Passeriformes,Pitohui ferrugineus,93.9
Pitohui_incertus,Colluricinclidae,Passeriformes,Pitohui incertus,75
Pitohui_kirhocephalus,Colluricinclidae,Passeriformes,Pitohui kirhocephalus,72
Pitohui_nigrescens,Colluricinclidae,Passeriformes,Pitohui nigrescens,76.9
Conopophaga_ardesiaca,Conopophagidae,Passeriformes,Conopophaga ardesiaca,26.3
Conopophaga_aurita,Conopophagidae,Passeriformes,Conopophaga aurita,26.3
Conopophaga_castaneiceps,Conopophagidae,Passeriformes,Conopophaga castaneiceps,27
Conopophaga_cearae,Conopophagidae,Passeriformes,Conopophaga cearae,22
Conopophaga_lineata,Conopophagidae,Passeriformes,Conopophaga lineata,25.2
Conopophaga_melanogaster,Conopophagidae,Passeriformes,Conopophaga melanogaster,42.5
Conopophaga_melanops,Conopophagidae,Passeriformes,Conopophaga melanops,20.1
Conopophaga_peruviana,Conopophagidae,Passeriformes,Conopophaga peruviana,23
Conopophaga_roberti,Conopophagidae,Passeriformes,Conopophaga roberti,20.8
Corcorax_melanorhamphos,Corcoracidae,Passeriformes,Corcorax melanorhamphos,364
Struthidea_cinerea,Corcoracidae,Passeriformes,Struthidea cinerea,132
Aphelocoma_californica,Corvidae,Passeriformes,Aphelocoma californica,85.7
Aphelocoma_coerulescens,Corvidae,Passeriformes,Aphelocoma coerulescens,77.1
Aphelocoma_insularis,Corvidae,Passeriformes,Aphelocoma insularis,115.8
Aphelocoma_ultramarina,Corvidae,Passeriformes,Aphelocoma ultramarina,113.3
Aphelocoma_unicolor,Corvidae,Passeriformes,Aphelocoma unicolor,124
Calocitta_colliei,Corvidae,Passeriformes,Calocitta colliei,234
Calocitta_formosa,Corvidae,Passeriformes,Calocitta formosa,210
Cissa_chinensis,Corvidae,Passeriformes,Cissa chinensis,126.6
Cissa_hypoleuca,Corvidae,Passeriformes,Cissa hypoleuca,125
Cissa_thalassina,Corvidae,Passeriformes,Cissa thalassina,125
Corvus_albicollis,Corvidae,Passeriformes,Corvus albicollis,894
Corvus_albus,Corvidae,Passeriformes,Corvus albus,524
Corvus_bennetti,Corvidae,Passeriformes,Corvus bennetti,389
Corvus_brachyrhynchos,Corvidae,Passeriformes,Corvus brachyrhynchos,448.8
Corvus_capensis,Corvidae,Passeriformes,Corvus capensis,553
Corvus_caurinus,Corvidae,Passeriformes,Corvus caurinus,390.8
Corvus_corax,Corvidae,Passeriformes,Corvus corax,928
Corvus_corone,Corvidae,Passeriformes,Corvus corone,570
Corvus_coronoides,Corvidae,Passeriformes,Corvus coronoides,644.3
Corvus_crassirostris,Corvidae,Passeriformes,Corvus crassirostris,1135
Corvus_cryptoleucus,Corvidae,Passeriformes,Corvus cryptoleucus,533.5
Corvus_dauuricus,Corvidae,Passeriformes,Corvus dauuricus,208
Corvus_edithae,Corvidae,Passeriformes,Corvus edithae,524
Corvus_enca,Corvidae,Passeriformes,Corvus enca,251
Corvus_florensis,Corvidae,Passeriformes,Corvus florensis,175
Corvus_frugilegus,Corvidae,Passeriformes,Corvus frugilegus,452.1
Corvus_fuscicapillus,Corvidae,Passeriformes,Corvus fuscicapillus,635
Corvus_hawaiiensis,Corvidae,Passeriformes,Corvus hawaiiensis,518.8
Corvus_imparatus,Corvidae,Passeriformes,Corvus imparatus,221
Corvus_jamaicensis,Corvidae,Passeriformes,Corvus jamaicensis,338
Corvus_kubaryi,Corvidae,Passeriformes,Corvus kubaryi,249.9
Corvus_leucognaphalus,Corvidae,Passeriformes,Corvus leucognaphalus,401
Corvus_levaillantii,Corvidae,Passeriformes,Corvus levaillantii,513.1
Corvus_macrorhynchos,Corvidae,Passeriformes,Corvus macrorhynchos,513.1
Corvus_meeki,Corvidae,Passeriformes,Corvus meeki,467
Corvus_mellori,Corvidae,Passeriformes,Corvus mellori,540.4
Corvus_minutus,Corvidae,Passeriformes,Corvus minutus,287.8
Corvus_monedula,Corvidae,Passeriformes,Corvus monedula,246
Corvus_moneduloides,Corvidae,Passeriformes,Corvus moneduloides,277.4
Corvus_nasicus,Corvidae,Passeriformes,Corvus nasicus,401
Corvus_orru,Corvidae,Passeriformes,Corvus orru,508
Corvus_ossifragus,Corvidae,Passeriformes,Corvus ossifragus,284.6
Corvus_palmarum,Corvidae,Passeriformes,Corvus palmarum,289
Corvus_rhipidurus,Corvidae,Passeriformes,Corvus rhipidurus,611
Corvus_ruficollis,Corvidae,Passeriformes,Corvus ruficollis,573.5
Corvus_sinaloae,Corvidae,Passeriformes,Corvus sinaloae,244
Corvus_splendens,Corvidae,Passeriformes,Corvus splendens,292.6
Corvus_tasmanicus,Corvidae,Passeriformes,Corvus tasmanicus,676.3
Corvus_torquatus,Corvidae,Passeriformes,Corvus torquatus,470.5
Corvus_tristis,Corvidae,Passeriformes,Corvus tristis,635
Corvus_typicus,Corvidae,Passeriformes,Corvus typicus,175
Corvus_unicolor,Corvidae,Passeriformes,Corvus unicolor,175
Corvus_validus,Corvidae,Passeriformes,Corvus validus,300
Corvus_woodfordi,Corvidae,Passeriformes,Corvus woodfordi,467
Crypsirina_cucullata,Corvidae,Passeriformes,Crypsirina cucullata,132.5
Crypsirina_temia,Corvidae,Passeriformes,Crypsirina temia,129.5
Cyanocitta_cristata,Corvidae,Passeriformes,Cyanocitta cristata,88
Cyanocitta_stelleri,Corvidae,Passeriformes,Cyanocitta stelleri,128
Cyanocorax_affinis,Corvidae,Passeriformes,Cyanocorax affinis,212
Cyanocorax_beecheii,Corvidae,Passeriformes,Cyanocorax beecheii,193
Cyanocorax_caeruleus,Corvidae,Passeriformes,Cyanocorax caeruleus,272
Cyanocorax_cayanus,Corvidae,Passeriformes,Cyanocorax cayanus,175
Cyanocorax_chrysops,Corvidae,Passeriformes,Cyanocorax chrysops,166
Cyanocorax_cristatellus,Corvidae,Passeriformes,Cyanocorax cristatellus,178
Cyanocorax_cyanomelas,Corvidae,Passeriformes,Cyanocorax cyanomelas,207
Cyanocorax_cyanopogon,Corvidae,Passeriformes,Cyanocorax cyanopogon,146
Cyanocorax_dickeyi,Corvidae,Passeriformes,Cyanocorax dickeyi,181
Cyanocorax_heilprini,Corvidae,Passeriformes,Cyanocorax heilprini,172
Cyanocorax_luxuosus,Corvidae,Passeriformes,Cyanocorax luxuosus,78.5
Cyanocorax_melanocyaneus,Corvidae,Passeriformes,Cyanocorax melanocyaneus,101
Cyanocorax_morio,Corvidae,Passeriformes,Cyanocorax morio,204
Cyanocorax_mystacalis,Corvidae,Passeriformes,Cyanocorax mystacalis,154.4
Cyanocorax_sanblasianus,Corvidae,Passeriformes,Cyanocorax sanblasianus,109
Cyanocorax_violaceus,Corvidae,Passeriformes,Cyanocorax violaceus,262
Cyanocorax_yncas,Corvidae,Passeriformes,Cyanocorax yncas,78.5
Cyanocorax_yucatanicus,Corvidae,Passeriformes,Cyanocorax yucatanicus,118
Cyanolyca_argentigula,Corvidae,Passeriformes,Cyanolyca argentigula,200
Cyanolyca_armillata,Corvidae,Passeriformes,Cyanolyca armillata,200
Cyanolyca_cucullata,Corvidae,Passeriformes,Cyanolyca cucullata,101.3
Cyanolyca_mirabilis,Corvidae,Passeriformes,Cyanolyca mirabilis,52.4
Cyanolyca_nana,Corvidae,Passeriformes,Cyanolyca nana,41
Cyanolyca_pulchra,Corvidae,Passeriformes,Cyanolyca pulchra,101.3
Cyanolyca_pumilo,Corvidae,Passeriformes,Cyanolyca pumilo,47
Cyanolyca_turcosa,Corvidae,Passeriformes,Cyanolyca turcosa,97.5
Cyanolyca_viridicyanus,Corvidae,Passeriformes,Cyanolyca viridicyanus,119.8
Cyanopica_cyanus,Corvidae,Passeriformes,Cyanopica cyanus,95.9
Dendrocitta_bayleyi,Corvidae,Passeriformes,Dendrocitta bayleyi,102
Dendrocitta_formosae,Corvidae,Passeriformes,Dendrocitta formosae,102.7
Dendrocitta_frontalis,Corvidae,Passeriformes,Dendrocitta frontalis,100
Dendrocitta_leucogastra,Corvidae,Passeriformes,Dendrocitta leucogastra,99.2
Dendrocitta_occipitalis,Corvidae,Passeriformes,Dendrocitta occipitalis,95.3
Dendrocitta_vagabunda,Corvidae,Passeriformes,Dendrocitta vagabunda,100
Garrulus_glandarius,Corvidae,Passeriformes,Garrulus glandarius,159.5
Garrulus_lanceolatus,Corvidae,Passeriformes,Garrulus lanceolatus,97.7
Garrulus_lidthi,Corvidae,Passeriformes,Garrulus lidthi,125
Gymnorhinus_cyanocephalus,Corvidae,Passeriformes,Gymnorhinus cyanocephalus,104.8
Nucifraga_caryocatactes,Corvidae,Passeriformes,Nucifraga caryocatactes,182.5
Nucifraga_columbiana,Corvidae,Passeriformes,Nucifraga columbiana,129.8
Perisoreus_canadensis,Corvidae,Passeriformes,Perisoreus canadensis,71.6
Perisoreus_infaustus,Corvidae,Passeriformes,Perisoreus infaustus,84.4
Perisoreus_internigrans,Corvidae,Passeriformes,Perisoreus internigrans,102
Pica_hudsonia,Corvidae,Passeriformes,Pica hudsonia,177.1
Pica_nuttalli,Corvidae,Passeriformes,Pica nuttalli,158.3
Pica_pica,Corvidae,Passeriformes,Pica pica,217.5
Platylophus_galericulatus,Corvidae,Passeriformes,Platylophus galericulatus,77.9
Platysmurus_leucopterus,Corvidae,Passeriformes,Platysmurus leucopterus,180
Podoces_biddulphi,Corvidae,Passeriformes,Podoces biddulphi,130.5
Podoces_hendersoni,Corvidae,Passeriformes,Podoces hendersoni,120.5
Podoces_panderi,Corvidae,Passeriformes,Podoces panderi,91.1
Podoces_pleskei,Corvidae,Passeriformes,Podoces pleskei,87.5
Ptilostomus_afer,Corvidae,Passeriformes,Ptilostomus afer,128
Pyrrhocorax_graculus,Corvidae,Passeriformes,Pyrrhocorax graculus,211
Pyrrhocorax_pyrrhocorax,Corvidae,Passeriformes,Pyrrhocorax pyrrhocorax,276.7
Temnurus_temnurus,Corvidae,Passeriformes,Temnurus temnurus,138
Urocissa_caerulea,Corvidae,Passeriformes,Urocissa caerulea,257
Urocissa_erythrorhyncha,Corvidae,Passeriformes,Urocissa erythrorhyncha,151.5
Urocissa_flavirostris,Corvidae,Passeriformes,Urocissa flavirostris,149.2
Urocissa_ornata,Corvidae,Passeriformes,Urocissa ornata,196
Urocissa_whiteheadi,Corvidae,Passeriformes,Urocissa whiteheadi,200
Zavattariornis_stresemanni,Corvidae,Passeriformes,Zavattariornis stresemanni,130
Ampelioides_tschudii,Cotingidae,Passeriformes,Ampelioides tschudii,78.4
Ampelion_rubrocristatus,Cotingidae,Passeriformes,Ampelion rubrocristatus,66.3
Ampelion_rufaxilla,Cotingidae,Passeriformes,Ampelion rufaxilla,73.9
Calyptura_cristata,Cotingidae,Passeriformes,Calyptura cristata,7.8
Carpodectes_antoniae,Cotingidae,Passeriformes,Carpodectes antoniae,98
Carpodectes_hopkei,Cotingidae,Passeriformes,Carpodectes hopkei,102
Carpodectes_nitidus,Cotingidae,Passeriformes,Carpodectes nitidus,101.6
Carpornis_cucullata,Cotingidae,Passeriformes,Carpornis cucullata,74.2
Carpornis_melanocephala,Cotingidae,Passeriformes,Carpornis melanocephala,64.2
Cephalopterus_glabricollis,Cotingidae,Passeriformes,Cephalopterus glabricollis,379.5
Cephalopterus_ornatus,Cotingidae,Passeriformes,Cephalopterus ornatus,380
Cephalopterus_penduliger,Cotingidae,Passeriformes,Cephalopterus penduliger,338
Conioptilon_mcilhennyi,Cotingidae,Passeriformes,Conioptilon mcilhennyi,90
Cotinga_amabilis,Cotingidae,Passeriformes,Cotinga amabilis,71.5
Cotinga_cayana,Cotingidae,Passeriformes,Cotinga cayana,61.8
Cotinga_cotinga,Cotingidae,Passeriformes,Cotinga cotinga,54
Cotinga_maculata,Cotingidae,Passeriformes,Cotinga maculata,65
Cotinga_maynana,Cotingidae,Passeriformes,Cotinga maynana,69
Cotinga_nattererii,Cotingidae,Passeriformes,Cotinga nattererii,57.2
Cotinga_ridgwayi,Cotingidae,Passeriformes,Cotinga ridgwayi,57.2
Doliornis_remseni,Cotingidae,Passeriformes,Doliornis remseni,63.1
Doliornis_sclateri,Cotingidae,Passeriformes,Doliornis sclateri,60.2
Gymnoderus_foetidus,Cotingidae,Passeriformes,Gymnoderus foetidus,275.5
Haematoderus_militaris,Cotingidae,Passeriformes,Haematoderus militaris,227
Iodopleura_fusca,Cotingidae,Passeriformes,Iodopleura fusca,15.3
Iodopleura_isabellae,Cotingidae,Passeriformes,Iodopleura isabellae,20
Iodopleura_pipra,Cotingidae,Passeriformes,Iodopleura pipra,10
Laniisoma_buckleyi,Cotingidae,Passeriformes,Laniisoma buckleyi,47.1
Laniisoma_elegans,Cotingidae,Passeriformes,Laniisoma elegans,47.4
Laniocera_hypopyrra,Cotingidae,Passeriformes,Laniocera hypopyrra,51
Laniocera_rufescens,Cotingidae,Passeriformes,Laniocera rufescens,48.1
Lipaugus_fuscocinereus,Cotingidae,Passeriformes,Lipaugus fuscocinereus,138
Lipaugus_lanioides,Cotingidae,Passeriformes,Lipaugus lanioides,94.8
Lipaugus_streptophorus,Cotingidae,Passeriformes,Lipaugus streptophorus,57.2
Lipaugus_unirufus,Cotingidae,Passeriformes,Lipaugus unirufus,82.1
Lipaugus_uropygialis,Cotingidae,Passeriformes,Lipaugus uropygialis,116
Lipaugus_vociferans,Cotingidae,Passeriformes,Lipaugus vociferans,75.4
Lipaugus_weberi,Cotingidae,Passeriformes,Lipaugus weberi,72.1
Oxyruncus_cristatus,Cotingidae,Passeriformes,Oxyruncus cristatus,42
Pachyramphus_aglaiae,Cotingidae,Passeriformes,Pachyramphus aglaiae,29.7
Pachyramphus_albogriseus,Cotingidae,Passeriformes,Pachyramphus albogriseus,17.3
Pachyramphus_castaneus,Cotingidae,Passeriformes,Pachyramphus castaneus,19.5
Pachyramphus_cinnamomeus,Cotingidae,Passeriformes,Pachyramphus cinnamomeus,20.3
Pachyramphus_homochrous,Cotingidae,Passeriformes,Pachyramphus homochrous,37.3
Pachyramphus_major,Cotingidae,Passeriformes,Pachyramphus major,24.8
Pachyramphus_marginatus,Cotingidae,Passeriformes,Pachyramphus marginatus,18.4
Pachyramphus_minor,Cotingidae,Passeriformes,Pachyramphus minor,36.6
Pachyramphus_niger,Cotingidae,Passeriformes,Pachyramphus niger,40.2
Pachyramphus_polychopterus,Cotingidae,Passeriformes,Pachyramphus polychopterus,20.8
Pachyramphus_rufus,Cotingidae,Passeriformes,Pachyramphus rufus,18.8
Pachyramphus_spodiurus,Cotingidae,Passeriformes,Pachyramphus spodiurus,18.2
Pachyramphus_surinamus,Cotingidae,Passeriformes,Pachyramphus surinamus,19.7
Pachyramphus_validus,Cotingidae,Passeriformes,Pachyramphus validus,43
Pachyramphus_versicolor,Cotingidae,Passeriformes,Pachyramphus versicolor,15.5
Pachyramphus_viridis,Cotingidae,Passeriformes,Pachyramphus viridis,21
Pachyramphus_xanthogenys,Cotingidae,Passeriformes,Pachyramphus xanthogenys,21
Perissocephalus_tricolor,Cotingidae,Passeriformes,Perissocephalus tricolor,338.9
Phibalura_flavirostris,Cotingidae,Passeriformes,Phibalura flavirostris,46.5
Phoenicircus_carnifex,Cotingidae,Passeriformes,Phoenicircus carnifex,82.9
Phoenicircus_nigricollis,Cotingidae,Passeriformes,Phoenicircus nigricollis,96.3
Phytotoma_raimondii,Cotingidae,Passeriformes,Phytotoma raimondii,39.8
Phytotoma_rara,Cotingidae,Passeriformes,Phytotoma rara,47
Phytotoma_rutila,Cotingidae,Passeriformes,Phytotoma rutila,40.5
Pipreola_arcuata,Cotingidae,Passeriformes,Pipreola arcuata,118
